Date,Train_ID,Kilometers_Run,Issues_Reported
2026-04-30,HMRL-27,696,0
2026-04-30,HMRL-35,652,0
2026-04-30,HMRL-28,541,0
2026-04-29,HMRL-47,521,0
2026-04-29,HMRL-29,569,0
2026-04-29,HMRL-03,631,0
2026-04-29,HMRL-27,611,2
2026-04-29,HMRL-24,615,0
2026-04-29,HMRL-44,506,0
2026-04-29,HMRL-60,601,0
2026-04-29,HMRL-16,560,0
2026-04-29,HMRL-59,520,0
2026-04-29,HMRL-40,507,0
2026-04-29,HMRL-19,525,0
2026-04-29,HMRL-49,666,0
2026-04-29,HMRL-48,537,0
2026-04-29,HMRL-52,573,0
2026-04-29,HMRL-15,620,0
2026-04-29,HMRL-35,535,0
2026-04-29,HMRL-53,620,0
2026-04-29,HMRL-20,501,0
2026-04-29,HMRL-31,504,0
2026-04-29,HMRL-13,538,0
2026-04-29,HMRL-56,686,0
2026-04-29,HMRL-37,608,0
2026-04-29,HMRL-54,577,0
2026-04-29,HMRL-30,561,0
2026-04-29,HMRL-50,659,0
2026-04-29,HMRL-25,528,0
2026-04-29,HMRL-33,627,0
2026-04-29,HMRL-57,504,0
2026-04-29,HMRL-11,647,0
2026-04-29,HMRL-34,536,0
2026-04-29,HMRL-07,500,0
2026-04-29,HMRL-26,561,0
2026-04-29,HMRL-43,547,0
2026-04-29,HMRL-05,521,0
2026-04-29,HMRL-09,592,0
2026-04-29,HMRL-02,629,0
2026-04-29,HMRL-21,629,0
2026-04-29,HMRL-55,599,0
2026-04-29,HMRL-12,511,0
2026-04-29,HMRL-18,595,0
2026-04-29,HMRL-04,504,0
2026-04-29,HMRL-17,517,0
2026-04-29,HMRL-28,687,0
2026-04-29,HMRL-10,526,0
2026-04-28,HMRL-09,586,0
2026-04-28,HMRL-03,627,0
2026-04-28,HMRL-23,594,0
2026-04-28,HMRL-35,632,0
2026-04-28,HMRL-22,521,0
2026-04-28,HMRL-53,520,0
2026-04-28,HMRL-42,546,0
2026-04-28,HMRL-12,582,0
2026-04-28,HMRL-50,575,0
2026-04-28,HMRL-44,654,0
2026-04-28,HMRL-30,542,0
2026-04-28,HMRL-45,589,0
2026-04-28,HMRL-31,686,0
2026-04-28,HMRL-41,590,0
2026-04-28,HMRL-55,611,0
2026-04-28,HMRL-60,514,0
2026-04-28,HMRL-05,593,0
2026-04-28,HMRL-52,691,0
2026-04-28,HMRL-59,507,0
2026-04-28,HMRL-19,655,0
2026-04-28,HMRL-13,612,0
2026-04-28,HMRL-54,699,0
2026-04-28,HMRL-40,592,0
2026-04-28,HMRL-39,645,0
2026-04-28,HMRL-21,615,0
2026-04-28,HMRL-20,595,0
2026-04-28,HMRL-33,519,0
2026-04-28,HMRL-26,635,0
2026-04-28,HMRL-48,580,0
2026-04-28,HMRL-49,563,0
2026-04-28,HMRL-02,506,0
2026-04-28,HMRL-25,627,0
2026-04-28,HMRL-36,643,0
2026-04-28,HMRL-07,698,0
2026-04-28,HMRL-10,614,0
2026-04-28,HMRL-46,656,0
2026-04-28,HMRL-43,625,0
2026-04-28,HMRL-28,534,0
2026-04-28,HMRL-11,615,0
2026-04-28,HMRL-32,682,0
2026-04-28,HMRL-04,522,0
2026-04-28,HMRL-29,581,0
2026-04-28,HMRL-14,681,0
2026-04-28,HMRL-38,576,0
2026-04-28,HMRL-15,682,0
2026-04-28,HMRL-16,679,0
2026-04-28,HMRL-27,592,0
2026-04-27,HMRL-13,531,0
2026-04-27,HMRL-51,577,0
2026-04-27,HMRL-09,582,0
2026-04-27,HMRL-16,557,0
2026-04-27,HMRL-59,632,0
2026-04-27,HMRL-32,520,0
2026-04-27,HMRL-02,662,0
2026-04-27,HMRL-24,570,0
2026-04-27,HMRL-36,577,0
2026-04-27,HMRL-37,523,0
2026-04-27,HMRL-53,543,0
2026-04-27,HMRL-30,648,0
2026-04-27,HMRL-52,668,0
2026-04-27,HMRL-58,654,0
2026-04-27,HMRL-40,644,1
2026-04-27,HMRL-06,520,0
2026-04-27,HMRL-05,647,0
2026-04-27,HMRL-20,553,0
2026-04-27,HMRL-26,606,0
2026-04-27,HMRL-31,507,0
2026-04-27,HMRL-34,660,0
2026-04-27,HMRL-27,664,0
2026-04-27,HMRL-39,623,0
2026-04-27,HMRL-56,675,0
2026-04-27,HMRL-44,616,0
2026-04-27,HMRL-47,612,0
2026-04-27,HMRL-21,618,0
2026-04-27,HMRL-48,655,0
2026-04-27,HMRL-29,683,0
2026-04-27,HMRL-15,588,0
2026-04-27,HMRL-22,533,0
2026-04-27,HMRL-17,631,0
2026-04-27,HMRL-12,581,0
2026-04-27,HMRL-33,531,0
2026-04-27,HMRL-25,563,0
2026-04-27,HMRL-18,512,0
2026-04-27,HMRL-46,598,0
2026-04-27,HMRL-19,607,0
2026-04-27,HMRL-45,540,0
2026-04-27,HMRL-38,647,0
2026-04-27,HMRL-14,548,0
2026-04-27,HMRL-55,627,0
2026-04-27,HMRL-54,619,0
2026-04-26,HMRL-32,400,0
2026-04-26,HMRL-02,386,0
2026-04-26,HMRL-06,393,0
2026-04-26,HMRL-26,350,0
2026-04-26,HMRL-33,402,0
2026-04-26,HMRL-30,311,1
2026-04-26,HMRL-16,421,0
2026-04-26,HMRL-14,338,0
2026-04-26,HMRL-38,431,0
2026-04-26,HMRL-23,456,0
2026-04-26,HMRL-04,400,0
2026-04-26,HMRL-50,489,0
2026-04-26,HMRL-19,451,0
2026-04-26,HMRL-60,430,0
2026-04-26,HMRL-39,481,0
2026-04-26,HMRL-42,421,0
2026-04-26,HMRL-44,394,0
2026-04-26,HMRL-31,328,0
2026-04-26,HMRL-48,449,0
2026-04-26,HMRL-35,485,0
2026-04-26,HMRL-01,461,0
2026-04-26,HMRL-07,467,0
2026-04-26,HMRL-28,498,0
2026-04-26,HMRL-09,358,0
2026-04-26,HMRL-17,449,0
2026-04-26,HMRL-24,434,0
2026-04-26,HMRL-57,458,0
2026-04-26,HMRL-41,397,0
2026-04-26,HMRL-03,474,0
2026-04-26,HMRL-13,446,0
2026-04-26,HMRL-59,328,0
2026-04-26,HMRL-45,412,0
2026-04-26,HMRL-18,338,0
2026-04-26,HMRL-46,352,0
2026-04-26,HMRL-12,498,0
2026-04-26,HMRL-52,420,0
2026-04-26,HMRL-10,488,0
2026-04-26,HMRL-47,480,0
2026-04-26,HMRL-43,353,0
2026-04-26,HMRL-36,469,0
2026-04-26,HMRL-15,396,0
2026-04-26,HMRL-25,344,0
2026-04-26,HMRL-37,436,0
2026-04-26,HMRL-49,390,0
2026-04-26,HMRL-05,484,0
2026-04-26,HMRL-55,477,0
2026-04-25,HMRL-13,361,0
2026-04-25,HMRL-16,471,0
2026-04-25,HMRL-18,357,0
2026-04-25,HMRL-36,313,0
2026-04-25,HMRL-20,420,1
2026-04-25,HMRL-15,301,0
2026-04-25,HMRL-56,340,0
2026-04-25,HMRL-50,421,0
2026-04-25,HMRL-19,351,0
2026-04-25,HMRL-46,373,0
2026-04-25,HMRL-14,465,1
2026-04-25,HMRL-45,466,0
2026-04-25,HMRL-51,436,0
2026-04-25,HMRL-32,309,0
2026-04-25,HMRL-21,344,0
2026-04-25,HMRL-31,345,0
2026-04-25,HMRL-23,309,0
2026-04-25,HMRL-57,401,0
2026-04-25,HMRL-58,347,0
2026-04-25,HMRL-52,374,0
2026-04-25,HMRL-08,302,0
2026-04-25,HMRL-37,454,3
2026-04-25,HMRL-35,372,0
2026-04-25,HMRL-25,464,0
2026-04-25,HMRL-26,426,0
2026-04-25,HMRL-44,334,0
2026-04-25,HMRL-10,419,0
2026-04-25,HMRL-41,328,0
2026-04-25,HMRL-03,487,0
2026-04-25,HMRL-34,365,0
2026-04-25,HMRL-38,303,0
2026-04-25,HMRL-47,375,0
2026-04-25,HMRL-12,493,0
2026-04-25,HMRL-55,456,0
2026-04-25,HMRL-48,403,0
2026-04-25,HMRL-09,431,0
2026-04-25,HMRL-24,402,0
2026-04-25,HMRL-59,347,0
2026-04-25,HMRL-07,422,0
2026-04-25,HMRL-22,363,0
2026-04-25,HMRL-42,414,0
2026-04-25,HMRL-39,384,0
2026-04-25,HMRL-54,485,0
2026-04-25,HMRL-33,366,0
2026-04-25,HMRL-05,477,0
2026-04-25,HMRL-02,470,0
2026-04-25,HMRL-49,378,0
2026-04-25,HMRL-28,475,0
2026-04-25,HMRL-53,480,0
2026-04-24,HMRL-41,683,0
2026-04-24,HMRL-59,523,0
2026-04-24,HMRL-19,614,0
2026-04-24,HMRL-24,616,0
2026-04-24,HMRL-40,606,0
2026-04-24,HMRL-15,514,0
2026-04-24,HMRL-55,672,0
2026-04-24,HMRL-09,685,0
2026-04-24,HMRL-31,500,0
2026-04-24,HMRL-10,648,0
2026-04-24,HMRL-30,679,3
2026-04-24,HMRL-48,517,0
2026-04-24,HMRL-39,620,0
2026-04-24,HMRL-57,696,0
2026-04-24,HMRL-27,664,0
2026-04-24,HMRL-45,665,0
2026-04-24,HMRL-36,595,0
2026-04-24,HMRL-52,597,0
2026-04-24,HMRL-35,596,0
2026-04-24,HMRL-14,674,0
2026-04-24,HMRL-16,638,0
2026-04-24,HMRL-49,589,0
2026-04-24,HMRL-06,637,0
2026-04-24,HMRL-34,532,0
2026-04-24,HMRL-29,557,0
2026-04-24,HMRL-37,693,0
2026-04-24,HMRL-47,672,0
2026-04-24,HMRL-05,608,0
2026-04-24,HMRL-08,558,0
2026-04-24,HMRL-02,588,0
2026-04-24,HMRL-46,548,0
2026-04-24,HMRL-18,685,0
2026-04-24,HMRL-17,508,0
2026-04-24,HMRL-07,607,0
2026-04-24,HMRL-58,504,0
2026-04-24,HMRL-44,517,0
2026-04-24,HMRL-33,653,0
2026-04-24,HMRL-38,512,0
2026-04-24,HMRL-11,511,0
2026-04-24,HMRL-28,559,0
2026-04-24,HMRL-54,693,0
2026-04-24,HMRL-04,514,0
2026-04-24,HMRL-50,574,0
2026-04-23,HMRL-37,534,0
2026-04-23,HMRL-39,565,0
2026-04-23,HMRL-50,665,0
2026-04-23,HMRL-44,594,1
2026-04-23,HMRL-53,548,0
2026-04-23,HMRL-21,654,0
2026-04-23,HMRL-16,518,0
2026-04-23,HMRL-20,694,0
2026-04-23,HMRL-10,671,0
2026-04-23,HMRL-43,622,0
2026-04-23,HMRL-34,585,0
2026-04-23,HMRL-15,503,0
2026-04-23,HMRL-27,548,0
2026-04-23,HMRL-56,530,0
2026-04-23,HMRL-18,693,0
2026-04-23,HMRL-04,562,0
2026-04-23,HMRL-36,680,0
2026-04-23,HMRL-38,561,0
2026-04-23,HMRL-12,698,0
2026-04-23,HMRL-41,619,0
2026-04-23,HMRL-28,591,0
2026-04-23,HMRL-57,592,0
2026-04-23,HMRL-32,627,0
2026-04-23,HMRL-45,684,0
2026-04-23,HMRL-23,581,0
2026-04-23,HMRL-25,594,0
2026-04-23,HMRL-58,511,0
2026-04-23,HMRL-55,556,0
2026-04-23,HMRL-48,504,0
2026-04-23,HMRL-14,649,0
2026-04-23,HMRL-05,606,0
2026-04-23,HMRL-52,550,0
2026-04-23,HMRL-13,597,0
2026-04-23,HMRL-06,562,0
2026-04-23,HMRL-35,667,0
2026-04-23,HMRL-46,586,0
2026-04-23,HMRL-54,625,0
2026-04-23,HMRL-08,664,0
2026-04-23,HMRL-59,617,0
2026-04-23,HMRL-29,590,0
2026-04-23,HMRL-30,684,0
2026-04-23,HMRL-49,547,0
2026-04-23,HMRL-02,638,0
2026-04-23,HMRL-31,515,0
2026-04-23,HMRL-17,519,0
2026-04-23,HMRL-09,671,0
2026-04-23,HMRL-19,535,0
2026-04-22,HMRL-05,595,0
2026-04-22,HMRL-46,617,0
2026-04-22,HMRL-10,678,0
2026-04-22,HMRL-01,675,0
2026-04-22,HMRL-14,520,0
2026-04-22,HMRL-33,666,0
2026-04-22,HMRL-30,523,0
2026-04-22,HMRL-24,596,0
2026-04-22,HMRL-04,514,0
2026-04-22,HMRL-40,679,0
2026-04-22,HMRL-41,627,0
2026-04-22,HMRL-43,665,0
2026-04-22,HMRL-51,644,0
2026-04-22,HMRL-31,524,0
2026-04-22,HMRL-49,510,0
2026-04-22,HMRL-32,677,0
2026-04-22,HMRL-02,621,0
2026-04-22,HMRL-57,519,0
2026-04-22,HMRL-35,571,0
2026-04-22,HMRL-36,644,0
2026-04-22,HMRL-27,545,0
2026-04-22,HMRL-59,580,0
2026-04-22,HMRL-44,536,0
2026-04-22,HMRL-34,682,0
2026-04-22,HMRL-18,519,0
2026-04-22,HMRL-42,644,0
2026-04-22,HMRL-19,599,0
2026-04-22,HMRL-38,638,0
2026-04-22,HMRL-28,693,0
2026-04-22,HMRL-26,676,0
2026-04-22,HMRL-54,628,0
2026-04-22,HMRL-06,588,0
2026-04-22,HMRL-52,519,0
2026-04-22,HMRL-45,696,0
2026-04-22,HMRL-17,652,0
2026-04-22,HMRL-60,698,0
2026-04-22,HMRL-08,662,0
2026-04-22,HMRL-07,615,0
2026-04-22,HMRL-20,591,0
2026-04-22,HMRL-47,596,0
2026-04-22,HMRL-09,674,0
2026-04-22,HMRL-12,597,0
2026-04-22,HMRL-22,563,0
2026-04-22,HMRL-13,521,0
2026-04-22,HMRL-03,597,0
2026-04-21,HMRL-48,568,0
2026-04-21,HMRL-25,626,0
2026-04-21,HMRL-21,542,0
2026-04-21,HMRL-24,607,0
2026-04-21,HMRL-07,700,0
2026-04-21,HMRL-06,563,0
2026-04-21,HMRL-01,626,0
2026-04-21,HMRL-20,550,0
2026-04-21,HMRL-29,534,0
2026-04-21,HMRL-57,601,0
2026-04-21,HMRL-49,658,0
2026-04-21,HMRL-18,584,0
2026-04-21,HMRL-56,610,0
2026-04-21,HMRL-09,666,0
2026-04-21,HMRL-55,534,0
2026-04-21,HMRL-12,654,0
2026-04-21,HMRL-28,551,0
2026-04-21,HMRL-52,545,0
2026-04-21,HMRL-36,581,0
2026-04-21,HMRL-42,677,0
2026-04-21,HMRL-33,647,0
2026-04-21,HMRL-27,583,0
2026-04-21,HMRL-60,600,0
2026-04-21,HMRL-02,644,0
2026-04-21,HMRL-46,639,0
2026-04-21,HMRL-23,696,0
2026-04-21,HMRL-41,686,0
2026-04-21,HMRL-58,681,0
2026-04-21,HMRL-59,574,0
2026-04-21,HMRL-54,517,0
2026-04-21,HMRL-10,604,0
2026-04-21,HMRL-14,535,0
2026-04-21,HMRL-13,561,0
2026-04-21,HMRL-32,539,0
2026-04-21,HMRL-03,596,3
2026-04-21,HMRL-51,622,0
2026-04-21,HMRL-50,636,0
2026-04-21,HMRL-08,677,0
2026-04-21,HMRL-19,509,0
2026-04-21,HMRL-17,592,0
2026-04-21,HMRL-34,637,0
2026-04-21,HMRL-44,521,0
2026-04-21,HMRL-53,670,0
2026-04-21,HMRL-05,665,0
2026-04-20,HMRL-49,678,0
2026-04-20,HMRL-22,517,0
2026-04-20,HMRL-51,681,0
2026-04-20,HMRL-28,587,0
2026-04-20,HMRL-07,673,0
2026-04-20,HMRL-01,689,0
2026-04-20,HMRL-56,544,0
2026-04-20,HMRL-17,584,0
2026-04-20,HMRL-15,618,0
2026-04-20,HMRL-33,603,0
2026-04-20,HMRL-48,547,0
2026-04-20,HMRL-34,610,0
2026-04-20,HMRL-36,688,0
2026-04-20,HMRL-38,550,0
2026-04-20,HMRL-45,609,0
2026-04-20,HMRL-37,680,0
2026-04-20,HMRL-52,571,0
2026-04-20,HMRL-29,516,0
2026-04-20,HMRL-24,637,0
2026-04-20,HMRL-26,583,0
2026-04-20,HMRL-30,529,0
2026-04-20,HMRL-47,625,0
2026-04-20,HMRL-58,663,0
2026-04-20,HMRL-10,599,0
2026-04-20,HMRL-23,650,0
2026-04-20,HMRL-02,590,0
2026-04-20,HMRL-31,658,0
2026-04-20,HMRL-54,672,0
2026-04-20,HMRL-19,576,0
2026-04-20,HMRL-14,651,0
2026-04-20,HMRL-40,530,0
2026-04-20,HMRL-03,529,0
2026-04-20,HMRL-04,677,0
2026-04-20,HMRL-27,599,0
2026-04-20,HMRL-42,535,0
2026-04-20,HMRL-05,608,0
2026-04-20,HMRL-12,662,0
2026-04-20,HMRL-46,665,0
2026-04-20,HMRL-11,544,0
2026-04-20,HMRL-44,625,0
2026-04-20,HMRL-39,547,0
2026-04-20,HMRL-53,615,0
